"Commonwealth_Electoral_Division_Name","State","payment_type","amount"
"Hindmarsh","South Australia","newstart_allowance",4634
"Kingston","South Australia","newstart_allowance",6148
"Makin","South Australia","newstart_allowance",4619
"Mayo","South Australia","newstart_allowance",3628
"Port Adelaide","South Australia","newstart_allowance",8613
"Sturt","South Australia","newstart_allowance",3409
"Wakefield","South Australia","newstart_allowance",8234
"Brand","Western Australia","newstart_allowance",4539
"Canning","Western Australia","newstart_allowance",4851
"Cowan","Western Australia","newstart_allowance",3328
"Curtin","Western Australia","newstart_allowance",1540
"Durack","Western Australia","newstart_allowance",7467
"Forrest","Western Australia","newstart_allowance",4249
"Fremantle","Western Australia","newstart_allowance",3916
"Hasluck","Western Australia","newstart_allowance",4499
"Moore","Western Australia","newstart_allowance",2130
"O'Connor","Western Australia","newstart_allowance",4963
"Pearce","Western Australia","newstart_allowance",3741
"Perth","Western Australia","newstart_allowance",4227
"Stirling","Western Australia","newstart_allowance",3844
"Swan","Western Australia","newstart_allowance",4118
"Tangney","Western Australia","newstart_allowance",1647
"Bass","Tasmania","newstart_allowance",4672
"Braddon","Tasmania","newstart_allowance",4468
"Denison","Tasmania","newstart_allowance",4014
"Franklin","Tasmania","newstart_allowance",3131
"Lyons","Tasmania","newstart_allowance",4855
"Lingiari","Northern Territory","newstart_allowance",9534
"Solomon","Northern Territory","newstart_allowance",2455
"Canberra","Australian Capital Territory","newstart_allowance",2549
"Fraser","Australian Capital Territory","newstart_allowance",3357
"Unknown","Unknown","parenting_payment_partnered",122
"Banks","New South Wales","parenting_payment_partnered",847
"Barton","New South Wales","parenting_payment_partnered",791
"Bennelong","New South Wales","parenting_payment_partnered",431
"Berowra","New South Wales","parenting_payment_partnered",189
"Blaxland","New South Wales","parenting_payment_partnered",3061
"Bradfield","New South Wales","parenting_payment_partnered",221
"Calare","New South Wales","parenting_payment_partnered",720
"Charlton","New South Wales","parenting_payment_partnered",493
"Chifley","New South Wales","parenting_payment_partnered",1373
"Cook","New South Wales","parenting_payment_partnered",189
"Cowper","New South Wales","parenting_payment_partnered",985
"Cunningham","New South Wales","parenting_payment_partnered",452
"Dobell","New South Wales","parenting_payment_partnered",597
"Eden-Monaro","New South Wales","parenting_payment_partnered",602
"Farrer","New South Wales","parenting_payment_partnered",589
"Fowler","New South Wales","parenting_payment_partnered",1709
"Gilmore","New South Wales","parenting_payment_partnered",617
"Grayndler","New South Wales","parenting_payment_partnered",336
"Greenway","New South Wales","parenting_payment_partnered",798
"Hughes","New South Wales","parenting_payment_partnered",460
"Hume","New South Wales","parenting_payment_partnered",552
"Hunter","New South Wales","parenting_payment_partnered",643
"Kingsford Smith","New South Wales","parenting_payment_partnered",337
"Lindsay","New South Wales","parenting_payment_partnered",636
"Lyne","New South Wales","parenting_payment_partnered",804
"Macarthur","New South Wales","parenting_payment_partnered",624
"Mackellar","New South Wales","parenting_payment_partnered",166
"Macquarie","New South Wales","parenting_payment_partnered",473
"McMahon","New South Wales","parenting_payment_partnered",1348
"Mitchell","New South Wales","parenting_payment_partnered",269
"New England","New South Wales","parenting_payment_partnered",830
"Newcastle","New South Wales","parenting_payment_partnered",440
"North Sydney","New South Wales","parenting_payment_partnered",161
"Page","New South Wales","parenting_payment_partnered",899
"Parkes","New South Wales","parenting_payment_partnered",735
"Parramatta","New South Wales","parenting_payment_partnered",1507
"Paterson","New South Wales","parenting_payment_partnered",597
"Reid","New South Wales","parenting_payment_partnered",1221
"Richmond","New South Wales","parenting_payment_partnered",937
"Riverina","New South Wales","parenting_payment_partnered",659
"Robertson","New South Wales","parenting_payment_partnered",496
"Shortland","New South Wales","parenting_payment_partnered",460
"Sydney","New South Wales","parenting_payment_partnered",195
"Throsby","New South Wales","parenting_payment_partnered",667
"Warringah","New South Wales","parenting_payment_partnered",138
"Watson","New South Wales","parenting_payment_partnered",2303
"Wentworth","New South Wales","parenting_payment_partnered",164
"Werriwa","New South Wales","parenting_payment_partnered",1457
"Aston","Victoria","parenting_payment_partnered",397
"Ballarat","Victoria","parenting_payment_partnered",672
"Batman","Victoria","parenting_payment_partnered",568
"Bendigo","Victoria","parenting_payment_partnered",733
"Bruce","Victoria","parenting_payment_partnered",971
"Calwell","Victoria","parenting_payment_partnered",1992
"Casey","Victoria","parenting_payment_partnered",480
"Chisholm","Victoria","parenting_payment_partnered",389
"Corangamite","Victoria","parenting_payment_partnered",454
"Corio","Victoria","parenting_payment_partnered",657
"Deakin","Victoria","parenting_payment_partnered",571
"Dunkley","Victoria","parenting_payment_partnered",497
"Flinders","Victoria","parenting_payment_partnered",550
"Gellibrand","Victoria","parenting_payment_partnered",860
"Gippsland","Victoria","parenting_payment_partnered",749
"Goldstein","Victoria","parenting_payment_partnered",161
"Gorton","Victoria","parenting_payment_partnered",1296
"Higgins","Victoria","parenting_payment_partnered",144
"Holt","Victoria","parenting_payment_partnered",1500
"Hotham","Victoria","parenting_payment_partnered",617
"Indi","Victoria","parenting_payment_partnered",595
"Isaacs","Victoria","parenting_payment_partnered",690
"Jagajaga","Victoria","parenting_payment_partnered",335
"Kooyong","Victoria","parenting_payment_partnered",115
"La Trobe","Victoria","parenting_payment_partnered",480
"Lalor","Victoria","parenting_payment_partnered",1557
"Mallee","Victoria","parenting_payment_partnered",796
"Maribyrnong","Victoria","parenting_payment_partnered",856
"McEwen","Victoria","parenting_payment_partnered",882
"McMillan","Victoria","parenting_payment_partnered",868
"Melbourne","Victoria","parenting_payment_partnered",601
"Melbourne Ports","Victoria","parenting_payment_partnered",270
"Menzies","Victoria","parenting_payment_partnered",310
"Murray","Victoria","parenting_payment_partnered",838
"Scullin","Victoria","parenting_payment_partnered",1028
"Wannon","Victoria","parenting_payment_partnered",691
"Wills","Victoria","parenting_payment_partnered",793
"Blair","Queensland","parenting_payment_partnered",967
"Bonner","Queensland","parenting_payment_partnered",348
"Bowman","Queensland","parenting_payment_partnered",436
"Brisbane","Queensland","parenting_payment_partnered",197
"Capricornia","Queensland","parenting_payment_partnered",534
"Dawson","Queensland","parenting_payment_partnered",518
"Dickson","Queensland","parenting_payment_partnered",448
"Fadden","Queensland","parenting_payment_partnered",812
"Fairfax","Queensland","parenting_payment_partnered",621
"Fisher","Queensland","parenting_payment_partnered",613
"Flynn","Queensland","parenting_payment_partnered",653
"Forde","Queensland","parenting_payment_partnered",915
"Griffith","Queensland","parenting_payment_partnered",226
"Groom","Queensland","parenting_payment_partnered",692
"Herbert","Queensland","parenting_payment_partnered",729
"Hinkler","Queensland","parenting_payment_partnered",980
"Kennedy","Queensland","parenting_payment_partnered",1144
"Leichhardt","Queensland","parenting_payment_partnered",1438
"Lilley","Queensland","parenting_payment_partnered",427
"Longman","Queensland","parenting_payment_partnered",1041
"Maranoa","Queensland","parenting_payment_partnered",900
"McPherson","Queensland","parenting_payment_partnered",583
"Moncrieff","Queensland","parenting_payment_partnered",638
"Moreton","Queensland","parenting_payment_partnered",655
"Oxley","Queensland","parenting_payment_partnered",1031
"Petrie","Queensland","parenting_payment_partnered",680
"Rankin","Queensland","parenting_payment_partnered",1349
"Ryan","Queensland","parenting_payment_partnered",199
"Wide Bay","Queensland","parenting_payment_partnered",967
"Wright","Queensland","parenting_payment_partnered",662
"Adelaide","South Australia","parenting_payment_partnered",488
"Barker","South Australia","parenting_payment_partnered",856
"Boothby","South Australia","parenting_payment_partnered",339
"Grey","South Australia","parenting_payment_partnered",921
"Hindmarsh","South Australia","parenting_payment_partnered",389
"Kingston","South Australia","parenting_payment_partnered",799
"Makin","South Australia","parenting_payment_partnered",630
"Mayo","South Australia","parenting_payment_partnered",481
"Port Adelaide","South Australia","parenting_payment_partnered",1160
"Sturt","South Australia","parenting_payment_partnered",392
"Wakefield","South Australia","parenting_payment_partnered",1311
"Brand","Western Australia","parenting_payment_partnered",570
"Canning","Western Australia","parenting_payment_partnered",628
"Cowan","Western Australia","parenting_payment_partnered",612
"Curtin","Western Australia","parenting_payment_partnered",95
"Durack","Western Australia","parenting_payment_partnered",1070
"Forrest","Western Australia","parenting_payment_partnered",558
"Fremantle","Western Australia","parenting_payment_partnered",300
"Hasluck","Western Australia","parenting_payment_partnered",673
"Moore","Western Australia","parenting_payment_partnered",253
"O'Connor","Western Australia","parenting_payment_partnered",802
"Pearce","Western Australia","parenting_payment_partnered",572
"Perth","Western Australia","parenting_payment_partnered",404
"Stirling","Western Australia","parenting_payment_partnered",608
"Swan","Western Australia","parenting_payment_partnered",489
"Tangney","Western Australia","parenting_payment_partnered",188
"Bass","Tasmania","parenting_payment_partnered",733
"Braddon","Tasmania","parenting_payment_partnered",677
"Denison","Tasmania","parenting_payment_partnered",494
"Franklin","Tasmania","parenting_payment_partnered",498
"Lyons","Tasmania","parenting_payment_partnered",758
"Lingiari","Northern Territory","parenting_payment_partnered",2344
"Solomon","Northern Territory","parenting_payment_partnered",312
"Canberra","Australian Capital Territory","parenting_payment_partnered",275
"Fraser","Australian Capital Territory","parenting_payment_partnered",448
"Unknown","Unknown","parenting_payment_single",120
"Banks","New South Wales","parenting_payment_single",1062
"Barton","New South Wales","parenting_payment_single",946
"Bennelong","New South Wales","parenting_payment_single",508
"Berowra","New South Wales","parenting_payment_single",377
"Blaxland","New South Wales","parenting_payment_single",2611
"Bradfield","New South Wales","parenting_payment_single",279
"Calare","New South Wales","parenting_payment_single",2559
"Charlton","New South Wales","parenting_payment_single",1956
"Chifley","New South Wales","parenting_payment_single",3837
"Cook","New South Wales","parenting_payment_single",798
"Cowper","New South Wales","parenting_payment_single",2762
"Cunningham","New South Wales","parenting_payment_single",1291
"Dobell","New South Wales","parenting_payment_single",2284
"Eden-Monaro","New South Wales","parenting_payment_single",1606
"Farrer","New South Wales","parenting_payment_single",2213
"Fowler","New South Wales","parenting_payment_single",2985
"Gilmore","New South Wales","parenting_payment_single",1964
"Grayndler","New South Wales","parenting_payment_single",824
"Greenway","New South Wales","parenting_payment_single",1566
"Hughes","New South Wales","parenting_payment_single",1134
"Hume","New South Wales","parenting_payment_single",1898
"Hunter","New South Wales","parenting_payment_single",2749
"Kingsford Smith","New South Wales","parenting_payment_single",911
"Lindsay","New South Wales","parenting_payment_single",2848
"Lyne","New South Wales","parenting_payment_single",2048
"Macarthur","New South Wales","parenting_payment_single",2390
"Mackellar","New South Wales","parenting_payment_single",588
"Macquarie","New South Wales","parenting_payment_single",1576
"McMahon","New South Wales","parenting_payment_single",1792
"Mitchell","New South Wales","parenting_payment_single",526
"New England","New South Wales","parenting_payment_single",2876
"Newcastle","New South Wales","parenting_payment_single",1567
"North Sydney","New South Wales","parenting_payment_single",298
"Page","New South Wales","parenting_payment_single",2543
"Parkes","New South Wales","parenting_payment_single",3530
"Parramatta","New South Wales","parenting_payment_single",1416
"Paterson","New South Wales","parenting_payment_single",1954
"Reid","New South Wales","parenting_payment_single",882
"Richmond","New South Wales","parenting_payment_single",2095
"Riverina","New South Wales","parenting_payment_single",2238
"Robertson","New South Wales","parenting_payment_single",1631
"Shortland","New South Wales","parenting_payment_single",1864
"Sydney","New South Wales","parenting_payment_single",672
"Throsby","New South Wales","parenting_payment_single",2162
"Warringah","New South Wales","parenting_payment_single",415
"Watson","New South Wales","parenting_payment_single",1601
"Wentworth","New South Wales","parenting_payment_single",393
"Werriwa","New South Wales","parenting_payment_single",2566
"Aston","Victoria","parenting_payment_single",993
"Ballarat","Victoria","parenting_payment_single",2083
"Batman","Victoria","parenting_payment_single",1057
"Bendigo","Victoria","parenting_payment_single",2102
"Bruce","Victoria","parenting_payment_single",1076
"Calwell","Victoria","parenting_payment_single",1886
"Casey","Victoria","parenting_payment_single",1379
"Chisholm","Victoria","parenting_payment_single",583
"Corangamite","Victoria","parenting_payment_single",1163
"Corio","Victoria","parenting_payment_single",2168
"Deakin","Victoria","parenting_payment_single",812
"Dunkley","Victoria","parenting_payment_single",1962
"Flinders","Victoria","parenting_payment_single",1756
"Gellibrand","Victoria","parenting_payment_single",1383
"Gippsland","Victoria","parenting_payment_single",2164
"Goldstein","Victoria","parenting_payment_single",428
"Gorton","Victoria","parenting_payment_single",3038
"Higgins","Victoria","parenting_payment_single",361
"Holt","Victoria","parenting_payment_single",2395
"Hotham","Victoria","parenting_payment_single",972
"Indi","Victoria","parenting_payment_single",1809
"Isaacs","Victoria","parenting_payment_single",1429
"Jagajaga","Victoria","parenting_payment_single",816
"Kooyong","Victoria","parenting_payment_single",208
"La Trobe","Victoria","parenting_payment_single",1204
"Lalor","Victoria","parenting_payment_single",2858
"Mallee","Victoria","parenting_payment_single",2052
"Maribyrnong","Victoria","parenting_payment_single",1537
"McEwen","Victoria","parenting_payment_single",2273
"McMillan","Victoria","parenting_payment_single",2411
"Melbourne","Victoria","parenting_payment_single",1134
"Melbourne Ports","Victoria","parenting_payment_single",499
"Menzies","Victoria","parenting_payment_single",480
"Murray","Victoria","parenting_payment_single",2228
"Scullin","Victoria","parenting_payment_single",1564
"Wannon","Victoria","parenting_payment_single",1574
"Wills","Victoria","parenting_payment_single",982
"Blair","Queensland","parenting_payment_single",3308
"Bonner","Queensland","parenting_payment_single",1220
"Bowman","Queensland","parenting_payment_single",1586
"Brisbane","Queensland","parenting_payment_single",517
"Capricornia","Queensland","parenting_payment_single",2041
"Dawson","Queensland","parenting_payment_single",2002
"Dickson","Queensland","parenting_payment_single",1504
"Fadden","Queensland","parenting_payment_single",2268
"Fairfax","Queensland","parenting_payment_single",1721
"Fisher","Queensland","parenting_payment_single",1661
"Flynn","Queensland","parenting_payment_single",2025
"Forde","Queensland","parenting_payment_single",2997
"Griffith","Queensland","parenting_payment_single",825
"Groom","Queensland","parenting_payment_single",2137
"Herbert","Queensland","parenting_payment_single",3064
"Hinkler","Queensland","parenting_payment_single",2677
"Kennedy","Queensland","parenting_payment_single",3232
"Leichhardt","Queensland","parenting_payment_single",3748
"Lilley","Queensland","parenting_payment_single",1300
"Longman","Queensland","parenting_payment_single",3128
"Maranoa","Queensland","parenting_payment_single",2292
"McPherson","Queensland","parenting_payment_single",1779
"Moncrieff","Queensland","parenting_payment_single",1877
"Moreton","Queensland","parenting_payment_single",1088
"Oxley","Queensland","parenting_payment_single",2493
"Petrie","Queensland","parenting_payment_single",2320
"Rankin","Queensland","parenting_payment_single",3311
"Ryan","Queensland","parenting_payment_single",576
"Wide Bay","Queensland","parenting_payment_single",2270
"Wright","Queensland","parenting_payment_single",2023
"Adelaide","South Australia","parenting_payment_single",1019
"Barker","South Australia","parenting_payment_single",1941
"Boothby","South Australia","parenting_payment_single",856
"Grey","South Australia","parenting_payment_single",2320
"Hindmarsh","South Australia","parenting_payment_single",1051
"Kingston","South Australia","parenting_payment_single",2389
"Makin","South Australia","parenting_payment_single",1545
"Mayo","South Australia","parenting_payment_single",1060
"Port Adelaide","South Australia","parenting_payment_single",2767
"Sturt","South Australia","parenting_payment_single",878
"Wakefield","South Australia","parenting_payment_single",3826
"Brand","Western Australia","parenting_payment_single",2799
"Canning","Western Australia","parenting_payment_single",2719
"Cowan","Western Australia","parenting_payment_single",1584
"Curtin","Western Australia","parenting_payment_single",367
"Durack","Western Australia","parenting_payment_single",3177
"Forrest","Western Australia","parenting_payment_single",2096
"Fremantle","Western Australia","parenting_payment_single",1418
"Hasluck","Western Australia","parenting_payment_single",2219
"Moore","Western Australia","parenting_payment_single",1160
"O'Connor","Western Australia","parenting_payment_single",2151
"Pearce","Western Australia","parenting_payment_single",2251
"Perth","Western Australia","parenting_payment_single",1228
"Stirling","Western Australia","parenting_payment_single",1394
"Swan","Western Australia","parenting_payment_single",1396
"Tangney","Western Australia","parenting_payment_single",568
"Bass","Tasmania","parenting_payment_single",1552
"Braddon","Tasmania","parenting_payment_single",1609
"Denison","Tasmania","parenting_payment_single",1321
"Franklin","Tasmania","parenting_payment_single",1306
"Lyons","Tasmania","parenting_payment_single",1778
"Lingiari","Northern Territory","parenting_payment_single",2287
"Solomon","Northern Territory","parenting_payment_single",1327
"Canberra","Australian Capital Territory","parenting_payment_single",1224
"Fraser","Australian Capital Territory","parenting_payment_single",1403
"Unknown","Unknown","partner_allowance",20
"Banks","New South Wales","partner_allowance",61
"Barton","New South Wales","partner_allowance",66
"Bennelong","New South Wales","partner_allowance",27
"Berowra","New South Wales","partner_allowance",20
"Blaxland","New South Wales","partner_allowance",111
"Bradfield","New South Wales","partner_allowance",20
"Calare","New South Wales","partner_allowance",58
"Charlton","New South Wales","partner_allowance",99
"Chifley","New South Wales","partner_allowance",69
"Cook","New South Wales","partner_allowance",20
"Cowper","New South Wales","partner_allowance",119
"Cunningham","New South Wales","partner_allowance",68
"Dobell","New South Wales","partner_allowance",45
"Eden-Monaro","New South Wales","partner_allowance",63
"Farrer","New South Wales","partner_allowance",76
"Fowler","New South Wales","partner_allowance",159
"Gilmore","New South Wales","partner_allowance",104
"Grayndler","New South Wales","partner_allowance",48
"Greenway","New South Wales","partner_allowance",52
"Hughes","New South Wales","partner_allowance",25
"Hume","New South Wales","partner_allowance",53
"Hunter","New South Wales","partner_allowance",79
"Kingsford Smith","New South Wales","partner_allowance",37
"Lindsay","New South Wales","partner_allowance",33
"Lyne","New South Wales","partner_allowance",115
"Macarthur","New South Wales","partner_allowance",45
"Mackellar","New South Wales","partner_allowance",20
"Macquarie","New South Wales","partner_allowance",23
"McMahon","New South Wales","partner_allowance",90
"Mitchell","New South Wales","partner_allowance",20
"New England","New South Wales","partner_allowance",86
"Newcastle","New South Wales","partner_allowance",49
"North Sydney","New South Wales","partner_allowance",20
"Page","New South Wales","partner_allowance",97
"Parkes","New South Wales","partner_allowance",63
"Parramatta","New South Wales","partner_allowance",50
"Paterson","New South Wales","partner_allowance",93
"Reid","New South Wales","partner_allowance",58
"Richmond","New South Wales","partner_allowance",61
"Riverina","New South Wales","partner_allowance",40
"Robertson","New South Wales","partner_allowance",28
"Shortland","New South Wales","partner_allowance",82
"Sydney","New South Wales","partner_allowance",23
"Throsby","New South Wales","partner_allowance",106
"Warringah","New South Wales","partner_allowance",20
"Watson","New South Wales","partner_allowance",105
"Wentworth","New South Wales","partner_allowance",20
"Werriwa","New South Wales","partner_allowance",56
"Aston","Victoria","partner_allowance",39
"Ballarat","Victoria","partner_allowance",77
"Batman","Victoria","partner_allowance",56
"Bendigo","Victoria","partner_allowance",65
"Bruce","Victoria","partner_allowance",85
"Calwell","Victoria","partner_allowance",87
"Casey","Victoria","partner_allowance",54
"Chisholm","Victoria","partner_allowance",54
"Corangamite","Victoria","partner_allowance",51
"Corio","Victoria","partner_allowance",105
"Deakin","Victoria","partner_allowance",30
"Dunkley","Victoria","partner_allowance",44
"Flinders","Victoria","partner_allowance",54
"Gellibrand","Victoria","partner_allowance",84
"Gippsland","Victoria","partner_allowance",108
"Goldstein","Victoria","partner_allowance",20
"Gorton","Victoria","partner_allowance",112
"Higgins","Victoria","partner_allowance",20
"Holt","Victoria","partner_allowance",76
"Hotham","Victoria","partner_allowance",87
"Indi","Victoria","partner_allowance",69
"Isaacs","Victoria","partner_allowance",50
"Jagajaga","Victoria","partner_allowance",32
"Kooyong","Victoria","partner_allowance",20
"La Trobe","Victoria","partner_allowance",31
"Lalor","Victoria","partner_allowance",60
"Mallee","Victoria","partner_allowance",60
"Maribyrnong","Victoria","partner_allowance",106
"McEwen","Victoria","partner_allowance",58
"McMillan","Victoria","partner_allowance",80
"Melbourne","Victoria","partner_allowance",24
"Melbourne Ports","Victoria","partner_allowance",20
"Menzies","Victoria","partner_allowance",41
"Murray","Victoria","partner_allowance",60
"Scullin","Victoria","partner_allowance",87
"Wannon","Victoria","partner_allowance",97
"Wills","Victoria","partner_allowance",64
"Blair","Queensland","partner_allowance",48
"Bonner","Queensland","partner_allowance",36
"Bowman","Queensland","partner_allowance",54
"Brisbane","Queensland","partner_allowance",20
"Capricornia","Queensland","partner_allowance",72
"Dawson","Queensland","partner_allowance",39
"Dickson","Queensland","partner_allowance",45
"Fadden","Queensland","partner_allowance",57
"Fairfax","Queensland","partner_allowance",55
"Fisher","Queensland","partner_allowance",62
"Flynn","Queensland","partner_allowance",77
"Forde","Queensland","partner_allowance",54
"Griffith","Queensland","partner_allowance",20
"Groom","Queensland","partner_allowance",40
"Herbert","Queensland","partner_allowance",39
"Hinkler","Queensland","partner_allowance",171
"Kennedy","Queensland","partner_allowance",46
"Leichhardt","Queensland","partner_allowance",24
"Lilley","Queensland","partner_allowance",26
"Longman","Queensland","partner_allowance",84
"Maranoa","Queensland","partner_allowance",75
"McPherson","Queensland","partner_allowance",50
"Moncrieff","Queensland","partner_allowance",53
"Moreton","Queensland","partner_allowance",33
"Oxley","Queensland","partner_allowance",59
"Petrie","Queensland","partner_allowance",54
"Rankin","Queensland","partner_allowance",73
"Ryan","Queensland","partner_allowance",20
"Wide Bay","Queensland","partner_allowance",131
"Wright","Queensland","partner_allowance",70
"Adelaide","South Australia","partner_allowance",33
"Barker","South Australia","partner_allowance",81
"Boothby","South Australia","partner_allowance",48
"Grey","South Australia","partner_allowance",148
"Hindmarsh","South Australia","partner_allowance",72
"Kingston","South Australia","partner_allowance",112
"Makin","South Australia","partner_allowance",105
"Mayo","South Australia","partner_allowance",79
"Port Adelaide","South Australia","partner_allowance",108
"Sturt","South Australia","partner_allowance",52
"Wakefield","South Australia","partner_allowance",92
"Brand","Western Australia","partner_allowance",68
"Canning","Western Australia","partner_allowance",88
"Cowan","Western Australia","partner_allowance",50
"Curtin","Western Australia","partner_allowance",20
"Durack","Western Australia","partner_allowance",27
"Forrest","Western Australia","partner_allowance",55
"Fremantle","Western Australia","partner_allowance",47
"Hasluck","Western Australia","partner_allowance",53
"Moore","Western Australia","partner_allowance",35
"O'Connor","Western Australia","partner_allowance",52
"Pearce","Western Australia","partner_allowance",51
"Perth","Western Australia","partner_allowance",46
"Stirling","Western Australia","partner_allowance",48
"Swan","Western Australia","partner_allowance",50
"Tangney","Western Australia","partner_allowance",32
"Bass","Tasmania","partner_allowance",68
"Braddon","Tasmania","partner_allowance",120
"Denison","Tasmania","partner_allowance",43
"Franklin","Tasmania","partner_allowance",83
"Lyons","Tasmania","partner_allowance",143
"Lingiari","Northern Territory","partner_allowance",20
"Solomon","Northern Territory","partner_allowance",20
"Canberra","Australian Capital Territory","partner_allowance",21
"Fraser","Australian Capital Territory","partner_allowance",20
"Unknown","Unknown","pensioner_concession_card",8826
"Banks","New South Wales","pensioner_concession_card",25183
"Barton","New South Wales","pensioner_concession_card",25413
"Bennelong","New South Wales","pensioner_concession_card",19922
"Berowra","New South Wales","pensioner_concession_card",14079
"Blaxland","New South Wales","pensioner_concession_card",36627
"Bradfield","New South Wales","pensioner_concession_card",12121
"Calare","New South Wales","pensioner_concession_card",31874
"Charlton","New South Wales","pensioner_concession_card",31463
"Chifley","New South Wales","pensioner_concession_card",33122
"Cook","New South Wales","pensioner_concession_card",20140
"Cowper","New South Wales","pensioner_concession_card",41412
"Cunningham","New South Wales","pensioner_concession_card",28979
"Dobell","New South Wales","pensioner_concession_card",32944
"Eden-Monaro","New South Wales","pensioner_concession_card",30383
"Farrer","New South Wales","pensioner_concession_card",32919
"Fowler","New South Wales","pensioner_concession_card",35910
"Gilmore","New South Wales","pensioner_concession_card",37167
"Grayndler","New South Wales","pensioner_concession_card",22059
"Greenway","New South Wales","pensioner_concession_card",21537
"Hughes","New South Wales","pensioner_concession_card",20662
"Hume","New South Wales","pensioner_concession_card",28875
"Hunter","New South Wales","pensioner_concession_card",29211
"Kingsford Smith","New South Wales","pensioner_concession_card",22533
"Lindsay","New South Wales","pensioner_concession_card",26208
"Lyne","New South Wales","pensioner_concession_card",41185
"Macarthur","New South Wales","pensioner_concession_card",23714
"Mackellar","New South Wales","pensioner_concession_card",17273
"Macquarie","New South Wales","pensioner_concession_card",23757
"McMahon","New South Wales","pensioner_concession_card",30681
"Mitchell","New South Wales","pensioner_concession_card",15589
"New England","New South Wales","pensioner_concession_card",34510
"Newcastle","New South Wales","pensioner_concession_card",28275
"North Sydney","New South Wales","pensioner_concession_card",11610
"Page","New South Wales","pensioner_concession_card",39484
"Parkes","New South Wales","pensioner_concession_card",34036
"Parramatta","New South Wales","pensioner_concession_card",26283
"Paterson","New South Wales","pensioner_concession_card",35516
"Reid","New South Wales","pensioner_concession_card",21481
"Richmond","New South Wales","pensioner_concession_card",35575
"Riverina","New South Wales","pensioner_concession_card",28577
"Robertson","New South Wales","pensioner_concession_card",31863
"Shortland","New South Wales","pensioner_concession_card",34503
"Sydney","New South Wales","pensioner_concession_card",18014
"Throsby","New South Wales","pensioner_concession_card",34938
"Warringah","New South Wales","pensioner_concession_card",12385
"Watson","New South Wales","pensioner_concession_card",31259
"Wentworth","New South Wales","pensioner_concession_card",12648
"Werriwa","New South Wales","pensioner_concession_card",26419
"Aston","Victoria","pensioner_concession_card",20886
"Ballarat","Victoria","pensioner_concession_card",31058
"Batman","Victoria","pensioner_concession_card",29113
"Bendigo","Victoria","pensioner_concession_card",31626
"Bruce","Victoria","pensioner_concession_card",29820
"Calwell","Victoria","pensioner_concession_card",31994
"Casey","Victoria","pensioner_concession_card",23627
"Chisholm","Victoria","pensioner_concession_card",24323
"Corangamite","Victoria","pensioner_concession_card",25258
"Corio","Victoria","pensioner_concession_card",34405
"Deakin","Victoria","pensioner_concession_card",24480
"Dunkley","Victoria","pensioner_concession_card",29932
"Flinders","Victoria","pensioner_concession_card",33190
"Gellibrand","Victoria","pensioner_concession_card",28864
"Gippsland","Victoria","pensioner_concession_card",35524
"Goldstein","Victoria","pensioner_concession_card",16659
"Gorton","Victoria","pensioner_concession_card",27197
"Higgins","Victoria","pensioner_concession_card",14442
"Holt","Victoria","pensioner_concession_card",27890
"Hotham","Victoria","pensioner_concession_card",27506
"Indi","Victoria","pensioner_concession_card",30071
"Isaacs","Victoria","pensioner_concession_card",25305
"Jagajaga","Victoria","pensioner_concession_card",20217
"Kooyong","Victoria","pensioner_concession_card",12006
"La Trobe","Victoria","pensioner_concession_card",18813
"Lalor","Victoria","pensioner_concession_card",24229
"Mallee","Victoria","pensioner_concession_card",34335
"Maribyrnong","Victoria","pensioner_concession_card",30766
"McEwen","Victoria","pensioner_concession_card",23997
"McMillan","Victoria","pensioner_concession_card",33497
"Melbourne","Victoria","pensioner_concession_card",18048
"Melbourne Ports","Victoria","pensioner_concession_card",14540
"Menzies","Victoria","pensioner_concession_card",20317
"Murray","Victoria","pensioner_concession_card",35480
"Scullin","Victoria","pensioner_concession_card",28517
"Wannon","Victoria","pensioner_concession_card",31749
"Wills","Victoria","pensioner_concession_card",29738
"Blair","Queensland","pensioner_concession_card",29946
"Bonner","Queensland","pensioner_concession_card",21316
"Bowman","Queensland","pensioner_concession_card",25046
"Brisbane","Queensland","pensioner_concession_card",13964
"Capricornia","Queensland","pensioner_concession_card",23180
"Dawson","Queensland","pensioner_concession_card",22202
"Dickson","Queensland","pensioner_concession_card",18098
"Fadden","Queensland","pensioner_concession_card",27179
"Fairfax","Queensland","pensioner_concession_card",28291
"Fisher","Queensland","pensioner_concession_card",28963
"Flynn","Queensland","pensioner_concession_card",22896
"Forde","Queensland","pensioner_concession_card",26431
"Griffith","Queensland","pensioner_concession_card",15946
"Groom","Queensland","pensioner_concession_card",27442
"Herbert","Queensland","pensioner_concession_card",23033
"Hinkler","Queensland","pensioner_concession_card",42999
"Kennedy","Queensland","pensioner_concession_card",30375
"Leichhardt","Queensland","pensioner_concession_card",26759
"Lilley","Queensland","pensioner_concession_card",23779
"Longman","Queensland","pensioner_concession_card",33169
"Maranoa","Queensland","pensioner_concession_card",32135
"McPherson","Queensland","pensioner_concession_card",27028
"Moncrieff","Queensland","pensioner_concession_card",27999
"Moreton","Queensland","pensioner_concession_card",18911
"Oxley","Queensland","pensioner_concession_card",22577
"Petrie","Queensland","pensioner_concession_card",29370
"Rankin","Queensland","pensioner_concession_card",26546
